result,center,east,south_east,south
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,Wall,Door
BASE_WALLVERTICAL_EASTSTAIRN,Wall,StairN,Wall,StairN
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,Wall,StairS
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,Wall,StairE
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,Wall,StairW
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,Door,Empty
BASE_WALLVERTICAL_EASTSTAIRN,Wall,StairN,Door,Wall
BASE_WALLCORNER_EASTSTAIRN_SOUTHDOOR,Wall,StairN,Door,Door
BASE_WALLVERTICAL_EASTSTAIRN,Wall,StairN,Door,StairN
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,Door,StairS
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,Door,StairE
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,Door,StairW
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairN,Empty
BASE_WALLVERTICAL_EASTSTAIRN,Wall,StairN,StairN,Wall
BASE_WALLCORNER_EASTSTAIRN_SOUTHDOOR,Wall,StairN,StairN,Door
BASE_WALLVERTICAL_EASTSTAIRN,Wall,StairN,StairN,StairN
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairN,StairS
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairN,StairE
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairN,StairW
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairS,Empty
BASE_WALLVERTICAL_EASTSTAIRN,Wall,StairN,StairS,Wall
BASE_WALLCORNER_EASTSTAIRN_SOUTHDOOR,Wall,StairN,StairS,Door
BASE_WALLVERTICAL_EASTSTAIRN,Wall,StairN,StairS,StairN
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairS,StairS
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairS,StairE
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairS,StairW
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairE,Empty
BASE_WALLVERTICAL_EASTSTAIRN,Wall,StairN,StairE,Wall
BASE_WALLCORNER_EASTSTAIRN_SOUTHDOOR,Wall,StairN,StairE,Door
BASE_WALLVERTICAL_EASTSTAIRN,Wall,StairN,StairE,StairN
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairE,StairS
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairE,StairE
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairE,StairW
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairW,Empty
BASE_WALLVERTICAL_EASTSTAIRN,Wall,StairN,StairW,Wall
BASE_WALLCORNER_EASTSTAIRN_SOUTHDOOR,Wall,StairN,StairW,Door
BASE_WALLVERTICAL_EASTSTAIRN,Wall,StairN,StairW,StairN
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairW,StairS
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairW,StairE
BASE_WALLCORNER_EASTSTAIRN,Wall,StairN,StairW,StairW
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,Empty,Empty
BASE_WALLVERTICAL_EASTSTAIRS,Wall,StairS,Empty,Wall
BASE_WALLCORNER_EASTSTAIRS_SOUTHDOOR,Wall,StairS,Empty,Door
BASE_WALLVERTICAL_EASTSTAIRS,Wall,StairS,Empty,StairN
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,Empty,StairS
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,Empty,StairE
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,Empty,StairW
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,Wall,Empty
BASE_WALLVERTICAL_EASTSTAIRS,Wall,StairS,Wall,Wall
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,Wall,Door
BASE_WALLVERTICAL_EASTSTAIRS,Wall,StairS,Wall,StairN
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,Wall,StairS
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,Wall,StairE
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,Wall,StairW
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,Door,Empty
BASE_WALLVERTICAL_EASTSTAIRS,Wall,StairS,Door,Wall
BASE_WALLCORNER_EASTSTAIRS_SOUTHDOOR,Wall,StairS,Door,Door
BASE_WALLVERTICAL_EASTSTAIRS,Wall,StairS,Door,StairN
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,Door,StairS
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,Door,StairE
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,Door,StairW
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairN,Empty
BASE_WALLVERTICAL_EASTSTAIRS,Wall,StairS,StairN,Wall
BASE_WALLCORNER_EASTSTAIRS_SOUTHDOOR,Wall,StairS,StairN,Door
BASE_WALLVERTICAL_EASTSTAIRS,Wall,StairS,StairN,StairN
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairN,StairS
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairN,StairE
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairN,StairW
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairS,Empty
BASE_WALLVERTICAL_EASTSTAIRS,Wall,StairS,StairS,Wall
BASE_WALLCORNER_EASTSTAIRS_SOUTHDOOR,Wall,StairS,StairS,Door
BASE_WALLVERTICAL_EASTSTAIRS,Wall,StairS,StairS,StairN
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairS,StairS
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairS,StairE
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairS,StairW
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairE,Empty
BASE_WALLVERTICAL_EASTSTAIRS,Wall,StairS,StairE,Wall
BASE_WALLCORNER_EASTSTAIRS_SOUTHDOOR,Wall,StairS,StairE,Door
BASE_WALLVERTICAL_EASTSTAIRS,Wall,StairS,StairE,StairN
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairE,StairS
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairE,StairE
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairE,StairW
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairW,Empty
BASE_WALLVERTICAL_EASTSTAIRS,Wall,StairS,StairW,Wall
BASE_WALLCORNER_EASTSTAIRS_SOUTHDOOR,Wall,StairS,StairW,Door
BASE_WALLVERTICAL_EASTSTAIRS,Wall,StairS,StairW,StairN
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairW,StairS
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairW,StairE
BASE_WALLCORNER_EASTSTAIRS,Wall,StairS,StairW,StairW
BASE_WALLCORNER,Wall,StairE,Empty,Empty
BASE_WALLVERTICAL,Wall,StairE,Empty,Wall
BASE_WALLCORNER_SOUTHDOOR,Wall,StairE,Empty,Door
BASE_WALLVERTICAL,Wall,StairE,Empty,StairN
BASE_WALLCORNER,Wall,StairE,Empty,StairS
BASE_WALLCORNER,Wall,StairE,Empty,StairE
BASE_WALLCORNER,Wall,StairE,Empty,StairW
BASE_WALLCORNER,Wall,StairE,Wall,Empty
BASE_WALLVERTICAL,Wall,StairE,Wall,Wall
BASE_WALLCORNER,Wall,StairE,Wall,Door
BASE_WALLVERTICAL,Wall,StairE,Wall,StairN
BASE_WALLCORNER,Wall,StairE,Wall,StairS
BASE_WALLCORNER,Wall,StairE,Wall,StairE
BASE_WALLCORNER,Wall,StairE,Wall,StairW
BASE_WALLCORNER,Wall,StairE,Door,Empty
BASE_WALLVERTICAL,Wall,StairE,Door,Wall
BASE_WALLCORNER_SOUTHDOOR,Wall,StairE,Door,Door
BASE_WALLVERTICAL,Wall,StairE,Door,StairN
BASE_WALLCORNER,Wall,StairE,Door,StairS
BASE_WALLCORNER,Wall,StairE,Door,StairE
BASE_WALLCORNER,Wall,StairE,Door,StairW
BASE_WALLCORNER,Wall,StairE,StairN,Empty
BASE_WALLVERTICAL,Wall,StairE,StairN,Wall
BASE_WALLCORNER_SOUTHDOOR,Wall,StairE,StairN,Door
BASE_WALLVERTICAL,Wall,StairE,StairN,StairN
BASE_WALLCORNER,Wall,StairE,StairN,StairS
BASE_WALLCORNER,Wall,StairE,StairN,StairE
BASE_WALLCORNER,Wall,StairE,StairN,StairW
BASE_WALLCORNER,Wall,StairE,StairS,Empty
BASE_WALLVERTICAL,Wall,StairE,StairS,Wall
BASE_WALLCORNER_SOUTHDOOR,Wall,StairE,StairS,Door
BASE_WALLVERTICAL,Wall,StairE,StairS,StairN
BASE_WALLCORNER,Wall,StairE,StairS,StairS
BASE_WALLCORNER,Wall,StairE,StairS,StairE
BASE_WALLCORNER,Wall,StairE,StairS,StairW
BASE_WALLCORNER,Wall,StairE,StairE,Empty
BASE_WALLVERTICAL,Wall,StairE,StairE,Wall
BASE_WALLCORNER_SOUTHDOOR,Wall,StairE,StairE,Door
BASE_WALLVERTICAL,Wall,StairE,StairE,StairN
BASE_WALLCORNER,Wall,StairE,StairE,StairS
BASE_WALLCORNER,Wall,StairE,StairE,StairE
BASE_WALLCORNER,Wall,StairE,StairE,StairW
BASE_WALLCORNER,Wall,StairE,StairW,Empty
BASE_WALLVERTICAL,Wall,StairE,StairW,Wall
BASE_WALLCORNER_SOUTHDOOR,Wall,StairE,StairW,Door
BASE_WALLVERTICAL,Wall,StairE,StairW,StairN
BASE_WALLCORNER,Wall,StairE,StairW,StairS
BASE_WALLCORNER,Wall,StairE,StairW,StairE
BASE_WALLCORNER,Wall,StairE,StairW,StairW
BASE_WALLHORIZONTAL,Wall,StairW,Empty,Empty
BASE_WALLINVERSECORNER,Wall,StairW,Empty,Wall
BASE_WALLHORIZONTAL_SOUTHDOOR,Wall,StairW,Empty,Door
BASE_WALLINVERSECORNER,Wall,StairW,Empty,StairN
BASE_WALLHORIZONTAL,Wall,StairW,Empty,StairS
BASE_WALLHORIZONTAL,Wall,StairW,Empty,StairE
BASE_WALLHORIZONTAL,Wall,StairW,Empty,StairW
BASE_WALLHORIZONTAL,Wall,StairW,Wall,Empty
BASE_WALLFULL,Wall,StairW,Wall,Wall
BASE_WALLHORIZONTAL,Wall,StairW,Wall,Door
BASE_WALLFULL,Wall,StairW,Wall,StairN
BASE_WALLHORIZONTAL,Wall,StairW,Wall,StairS
BASE_WALLHORIZONTAL,Wall,StairW,Wall,StairE
BASE_WALLHORIZONTAL,Wall,StairW,Wall,StairW
BASE_WALLHORIZONTAL,Wall,StairW,Door,Empty
BASE_WALLINVERSECORNER,Wall,StairW,Door,Wall
BASE_WALLHORIZONTAL_SOUTHDOOR,Wall,StairW,Door,Door
BASE_WALLINVERSECORNER,Wall,StairW,Door,StairN
BASE_WALLHORIZONTAL,Wall,StairW,Door,StairS
BASE_WALLHORIZONTAL,Wall,StairW,Door,StairE
BASE_WALLHORIZONTAL,Wall,StairW,Door,StairW
BASE_WALLHORIZONTAL,Wall,StairW,StairN,Empty
BASE_WALLINVERSECORNER,Wall,StairW,StairN,Wall
BASE_WALLHORIZONTAL_SOUTHDOOR,Wall,StairW,StairN,Door
BASE_WALLINVERSECORNER,Wall,StairW,StairN,StairN
BASE_WALLHORIZONTAL,Wall,StairW,StairN,StairS
BASE_WALLHORIZONTAL,Wall,StairW,StairN,StairE
BASE_WALLHORIZONTAL,Wall,StairW,StairN,StairW
BASE_WALLHORIZONTAL,Wall,StairW,StairS,Empty
BASE_WALLINVERSECORNER,Wall,StairW,StairS,Wall
BASE_WALLHORIZONTAL_SOUTHDOOR,Wall,StairW,StairS,Door
BASE_WALLINVERSECORNER,Wall,StairW,StairS,StairN
BASE_WALLHORIZONTAL,Wall,StairW,StairS,StairS
BASE_WALLHORIZONTAL,Wall,StairW,StairS,StairE
BASE_WALLHORIZONTAL,Wall,StairW,StairS,StairW
BASE_WALLHORIZONTAL,Wall,StairW,StairE,Empty
BASE_WALLINVERSECORNER,Wall,StairW,StairE,Wall
BASE_WALLHORIZONTAL_SOUTHDOOR,Wall,StairW,StairE,Door
BASE_WALLINVERSECORNER,Wall,StairW,StairE,StairN
BASE_WALLHORIZONTAL,Wall,StairW,StairE,StairS
BASE_WALLHORIZONTAL,Wall,StairW,StairE,StairE
BASE_WALLHORIZONTAL,Wall,StairW,StairE,StairW
BASE_WALLHORIZONTAL,Wall,StairW,StairW,Empty
BASE_WALLINVERSECORNER,Wall,StairW,StairW,Wall
BASE_WALLHORIZONTAL_SOUTHDOOR,Wall,StairW,StairW,Door
BASE_WALLINVERSECORNER,Wall,StairW,StairW,StairN
BASE_WALLHORIZONTAL,Wall,StairW,StairW,StairS
BASE_WALLHORIZONTAL,Wall,StairW,StairW,StairE
BASE_WALLHORIZONTAL,Wall,StairW,StairW,StairW
BASE_EMPTY,Door,Empty,Empty,Empty
BASE_EMPTY,Door,Empty,Empty,Wall
BASE_EMPTY,Door,Empty,Empty,Door
BASE_EMPTY,Door,Empty,Empty,StairN
BASE_EMPTY,Door,Empty,Empty,StairS
BASE_EMPTY,Door,Empty,Empty,StairE
BASE_EMPTY,Door,Empty,Empty,StairW
BASE_EMPTY,Door,Empty,Wall,Empty
BASE_EMPTY,Door,Empty,Wall,Wall
BASE_EMPTY,Door,Empty,Wall,Door
BASE_EMPTY,Door,Empty,Wall,StairN
BASE_EMPTY,Door,Empty,Wall,StairS
BASE_EMPTY,Door,Empty,Wall,StairE
BASE_EMPTY,Door,Empty,Wall,StairW
BASE_EMPTY,Door,Empty,Door,Empty
BASE_EMPTY,Door,Empty,Door,Wall
BASE_EMPTY,Door,Empty,Door,Door
BASE_EMPTY,Door,Empty,Door,StairN
BASE_EMPTY,Door,Empty,Door,StairS
BASE_EMPTY,Door,Empty,Door,StairE
BASE_EMPTY,Door,Empty,Door,StairW
BASE_EMPTY,Door,Empty,StairN,Empty
BASE_EMPTY,Door,Empty,StairN,Wall
BASE_EMPTY,Door,Empty,StairN,Door
BASE_EMPTY,Door,Empty,StairN,StairN
BASE_EMPTY,Door,Empty,StairN,StairS
BASE_EMPTY,Door,Empty,StairN,StairE
BASE_EMPTY,Door,Empty,StairN,StairW
BASE_EMPTY,Door,Empty,StairS,Empty
BASE_EMPTY,Door,Empty,StairS,Wall
BASE_EMPTY,Door,Empty,StairS,Door
BASE_EMPTY,Door,Empty,StairS,StairN
BASE_EMPTY,Door,Empty,StairS,StairS
BASE_EMPTY,Door,Empty,StairS,StairE
BASE_EMPTY,Door,Empty,StairS,StairW
BASE_EMPTY,Door,Empty,StairE,Empty
BASE_EMPTY,Door,Empty,StairE,Wall
BASE_EMPTY,Door,Empty,StairE,Door
BASE_EMPTY,Door,Empty,StairE,StairN
BASE_EMPTY,Door,Empty,StairE,StairS
BASE_EMPTY,Door,Empty,StairE,StairE
BASE_EMPTY,Door,Empty,StairE,StairW
BASE_EMPTY,Door,Empty,StairW,Empty
BASE_EMPTY,Door,Empty,StairW,Wall
BASE_EMPTY,Door,Empty,StairW,Door
BASE_EMPTY,Door,Empty,StairW,StairN
BASE_EMPTY,Door,Empty,StairW,StairS
BASE_EMPTY,Door,Empty,StairW,StairE
BASE_EMPTY,Door,Empty,StairW,StairW
BASE_EMPTY,Door,Wall,Empty,Empty
BASE_EMPTY,Door,Wall,Empty,Wall
BASE_EMPTY,Door,Wall,Empty,Door
BASE_EMPTY,Door,Wall,Empty,StairN
BASE_EMPTY,Door,Wall,Empty,StairS
BASE_EMPTY,Door,Wall,Empty,StairE
BASE_EMPTY,Door,Wall,Empty,StairW
BASE_EMPTY,Door,Wall,Wall,Empty
BASE_EMPTY,Door,Wall,Wall,Wall
BASE_EMPTY,Door,Wall,Wall,Door
BASE_EMPTY,Door,Wall,Wall,StairN
BASE_EMPTY,Door,Wall,Wall,StairS
BASE_EMPTY,Door,Wall,Wall,StairE
BASE_EMPTY,Door,Wall,Wall,StairW
BASE_EMPTY,Door,Wall,Door,Empty
BASE_EMPTY,Door,Wall,Door,Wall
BASE_EMPTY,Door,Wall,Door,Door
BASE_EMPTY,Door,Wall,Door,StairN
BASE_EMPTY,Door,Wall,Door,StairS
BASE_EMPTY,Door,Wall,Door,StairE
BASE_EMPTY,Door,Wall,Door,StairW
BASE_EMPTY,Door,Wall,StairN,Empty
BASE_EMPTY,Door,Wall,StairN,Wall
BASE_EMPTY,Door,Wall,StairN,Door
BASE_EMPTY,Door,Wall,StairN,StairN
BASE_EMPTY,Door,Wall,StairN,StairS
BASE_EMPTY,Door,Wall,StairN,StairE
BASE_EMPTY,Door,Wall,StairN,StairW
BASE_EMPTY,Door,Wall,StairS,Empty
BASE_EMPTY,Door,Wall,StairS,Wall
BASE_EMPTY,Door,Wall,StairS,Door
BASE_EMPTY,Door,Wall,StairS,StairN
BASE_EMPTY,Door,Wall,StairS,StairS
BASE_EMPTY,Door,Wall,StairS,StairE
BASE_EMPTY,Door,Wall,StairS,StairW
BASE_EMPTY,Door,Wall,StairE,Empty
BASE_EMPTY,Door,Wall,StairE,Wall
BASE_EMPTY,Door,Wall,StairE,Door
BASE_EMPTY,Door,Wall,StairE,StairN
BASE_EMPTY,Door,Wall,StairE,StairS
BASE_EMPTY,Door,Wall,StairE,StairE
BASE_EMPTY,Door,Wall,StairE,StairW
BASE_EMPTY,Door,Wall,StairW,Empty
BASE_EMPTY,Door,Wall,StairW,Wall
BASE_EMPTY,Door,Wall,StairW,Door
BASE_EMPTY,Door,Wall,StairW,StairN
BASE_EMPTY,Door,Wall,StairW,StairS
BASE_EMPTY,Door,Wall,StairW,StairE
BASE_EMPTY,Door,Wall,StairW,StairW
BASE_EMPTY,Door,Door,Empty,Empty
BASE_EMPTY,Door,Door,Empty,Wall
BASE_EMPTY,Door,Door,Empty,Door
BASE_EMPTY,Door,Door,Empty,StairN
BASE_EMPTY,Door,Door,Empty,StairS
BASE_EMPTY,Door,Door,Empty,StairE
BASE_EMPTY,Door,Door,Empty,StairW
BASE_EMPTY,Door,Door,Wall,Empty
BASE_EMPTY,Door,Door,Wall,Wall
BASE_EMPTY,Door,Door,Wall,Door
BASE_EMPTY,Door,Door,Wall,StairN
BASE_EMPTY,Door,Door,Wall,StairS
BASE_EMPTY,Door,Door,Wall,StairE
BASE_EMPTY,Door,Door,Wall,StairW
BASE_EMPTY,Door,Door,Door,Empty
BASE_EMPTY,Door,Door,Door,Wall
BASE_EMPTY,Door,Door,Door,Door
BASE_EMPTY,Door,Door,Door,StairN
BASE_EMPTY,Door,Door,Door,StairS
BASE_EMPTY,Door,Door,Door,StairE
BASE_EMPTY,Door,Door,Door,StairW
BASE_EMPTY,Door,Door,StairN,Empty
BASE_EMPTY,Door,Door,StairN,Wall
BASE_EMPTY,Door,Door,StairN,Door
BASE_EMPTY,Door,Door,StairN,StairN
BASE_EMPTY,Door,Door,StairN,StairS
BASE_EMPTY,Door,Door,StairN,StairE
BASE_EMPTY,Door,Door,StairN,StairW
BASE_EMPTY,Door,Door,StairS,Empty
BASE_EMPTY,Door,Door,StairS,Wall
BASE_EMPTY,Door,Door,StairS,Door
BASE_EMPTY,Door,Door,StairS,StairN
BASE_EMPTY,Door,Door,StairS,StairS
BASE_EMPTY,Door,Door,StairS,StairE
BASE_EMPTY,Door,Door,StairS,StairW
BASE_EMPTY,Door,Door,StairE,Empty
BASE_EMPTY,Door,Door,StairE,Wall
BASE_EMPTY,Door,Door,StairE,Door
BASE_EMPTY,Door,Door,StairE,StairN
BASE_EMPTY,Door,Door,StairE,StairS
BASE_EMPTY,Door,Door,StairE,StairE
BASE_EMPTY,Door,Door,StairE,StairW
BASE_EMPTY,Door,Door,StairW,Empty
BASE_EMPTY,Door,Door,StairW,Wall
BASE_EMPTY,Door,Door,StairW,Door
BASE_EMPTY,Door,Door,StairW,StairN
BASE_EMPTY,Door,Door,StairW,StairS
BASE_EMPTY,Door,Door,StairW,StairE
BASE_EMPTY,Door,Door,StairW,StairW
BASE_EMPTY,Door,StairN,Empty,Empty
BASE_EMPTY,Door,StairN,Empty,Wall
BASE_EMPTY,Door,StairN,Empty,Door
BASE_EMPTY,Door,StairN,Empty,StairN
BASE_EMPTY,Door,StairN,Empty,StairS
BASE_EMPTY,Door,StairN,Empty,StairE
BASE_EMPTY,Door,StairN,Empty,StairW
BASE_EMPTY,Door,StairN,Wall,Empty
BASE_EMPTY,Door,StairN,Wall,Wall
BASE_EMPTY,Door,StairN,Wall,Door
BASE_EMPTY,Door,StairN,Wall,StairN
BASE_EMPTY,Door,StairN,Wall,StairS
BASE_EMPTY,Door,StairN,Wall,StairE
BASE_EMPTY,Door,StairN,Wall,StairW
BASE_EMPTY,Door,StairN,Door,Empty
BASE_EMPTY,Door,StairN,Door,Wall
BASE_EMPTY,Door,StairN,Door,Door
BASE_EMPTY,Door,StairN,Door,StairN
BASE_EMPTY,Door,StairN,Door,StairS
BASE_EMPTY,Door,StairN,Door,StairE
BASE_EMPTY,Door,StairN,Door,StairW
BASE_EMPTY,Door,StairN,StairN,Empty
BASE_EMPTY,Door,StairN,StairN,Wall
BASE_EMPTY,Door,StairN,StairN,Door
BASE_EMPTY,Door,StairN,StairN,StairN
BASE_EMPTY,Door,StairN,StairN,StairS
BASE_EMPTY,Door,StairN,StairN,StairE
BASE_EMPTY,Door,StairN,StairN,StairW
BASE_EMPTY,Door,StairN,StairS,Empty
BASE_EMPTY,Door,StairN,StairS,Wall
BASE_EMPTY,Door,StairN,StairS,Door
BASE_EMPTY,Door,StairN,StairS,StairN
BASE_EMPTY,Door,StairN,StairS,StairS
BASE_EMPTY,Door,StairN,StairS,StairE
BASE_EMPTY,Door,StairN,StairS,StairW
BASE_EMPTY,Door,StairN,StairE,Empty
BASE_EMPTY,Door,StairN,StairE,Wall
BASE_EMPTY,Door,StairN,StairE,Door
BASE_EMPTY,Door,StairN,StairE,StairN
BASE_EMPTY,Door,StairN,StairE,StairS
BASE_EMPTY,Door,StairN,StairE,StairE
BASE_EMPTY,Door,StairN,StairE,StairW
BASE_EMPTY,Door,StairN,StairW,Empty
BASE_EMPTY,Door,StairN,StairW,Wall
BASE_EMPTY,Door,StairN,StairW,Door
BASE_EMPTY,Door,StairN,StairW,StairN
BASE_EMPTY,Door,StairN,StairW,StairS
BASE_EMPTY,Door,StairN,StairW,StairE
BASE_EMPTY,Door,StairN,StairW,StairW
BASE_EMPTY,Door,StairS,Empty,Empty
BASE_EMPTY,Door,StairS,Empty,Wall
BASE_EMPTY,Door,StairS,Empty,Door
BASE_EMPTY,Door,StairS,Empty,StairN
BASE_EMPTY,Door,StairS,Empty,StairS
BASE_EMPTY,Door,StairS,Empty,StairE
BASE_EMPTY,Door,StairS,Empty,StairW
BASE_EMPTY,Door,StairS,Wall,Empty
BASE_EMPTY,Door,StairS,Wall,Wall
BASE_EMPTY,Door,StairS,Wall,Door
BASE_EMPTY,Door,StairS,Wall,StairN
BASE_EMPTY,Door,StairS,Wall,StairS
BASE_EMPTY,Door,StairS,Wall,StairE
BASE_EMPTY,Door,StairS,Wall,StairW
BASE_EMPTY,Door,StairS,Door,Empty
BASE_EMPTY,Door,StairS,Door,Wall
BASE_EMPTY,Door,StairS,Door,Door
BASE_EMPTY,Door,StairS,Door,StairN
BASE_EMPTY,Door,StairS,Door,StairS
BASE_EMPTY,Door,StairS,Door,StairE
BASE_EMPTY,Door,StairS,Door,StairW
BASE_EMPTY,Door,StairS,StairN,Empty
BASE_EMPTY,Door,StairS,StairN,Wall
BASE_EMPTY,Door,StairS,StairN,Door
BASE_EMPTY,Door,StairS,StairN,StairN
BASE_EMPTY,Door,StairS,StairN,StairS
BASE_EMPTY,Door,StairS,StairN,StairE
BASE_EMPTY,Door,StairS,StairN,StairW
BASE_EMPTY,Door,StairS,StairS,Empty
BASE_EMPTY,Door,StairS,StairS,Wall
BASE_EMPTY,Door,StairS,StairS,Door
BASE_EMPTY,Door,StairS,StairS,StairN
BASE_EMPTY,Door,StairS,StairS,StairS
BASE_EMPTY,Door,StairS,StairS,StairE
BASE_EMPTY,Door,StairS,StairS,StairW
BASE_EMPTY,Door,StairS,StairE,Empty
BASE_EMPTY,Door,StairS,StairE,Wall
BASE_EMPTY,Door,StairS,StairE,Door
BASE_EMPTY,Door,StairS,StairE,StairN
BASE_EMPTY,Door,StairS,StairE,StairS
BASE_EMPTY,Door,StairS,StairE,StairE
BASE_EMPTY,Door,StairS,StairE,StairW
BASE_EMPTY,Door,StairS,StairW,Empty
BASE_EMPTY,Door,StairS,StairW,Wall
BASE_EMPTY,Door,StairS,StairW,Door
BASE_EMPTY,Door,StairS,StairW,StairN
BASE_EMPTY,Door,StairS,StairW,StairS
BASE_EMPTY,Door,StairS,StairW,StairE
BASE_EMPTY,Door,StairS,StairW,StairW
BASE_EMPTY,Door,StairE,Empty,Empty
BASE_EMPTY,Door,StairE,Empty,Wall
BASE_EMPTY,Door,StairE,Empty,Door
BASE_EMPTY,Door,StairE,Empty,StairN
BASE_EMPTY,Door,StairE,Empty,StairS
BASE_EMPTY,Door,StairE,Empty,StairE
BASE_EMPTY,Door,StairE,Empty,StairW
BASE_EMPTY,Door,StairE,Wall,Empty
BASE_EMPTY,Door,StairE,Wall,Wall
BASE_EMPTY,Door,StairE,Wall,Door
BASE_EMPTY,Door,StairE,Wall,StairN
BASE_EMPTY,Door,StairE,Wall,StairS
BASE_EMPTY,Door,StairE,Wall,StairE
BASE_EMPTY,Door,StairE,Wall,StairW
BASE_EMPTY,Door,StairE,Door,Empty
BASE_EMPTY,Door,StairE,Door,Wall
BASE_EMPTY,Door,StairE,Door,Door
BASE_EMPTY,Door,StairE,Door,StairN
BASE_EMPTY,Door,StairE,Door,StairS
BASE_EMPTY,Door,StairE,Door,StairE
BASE_EMPTY,Door,StairE,Door,StairW
BASE_EMPTY,Door,StairE,StairN,Empty
BASE_EMPTY,Door,StairE,StairN,Wall
BASE_EMPTY,Door,StairE,StairN,Door
BASE_EMPTY,Door,StairE,StairN,StairN
BASE_EMPTY,Door,StairE,StairN,StairS
BASE_EMPTY,Door,StairE,StairN,StairE
BASE_EMPTY,Door,StairE,StairN,StairW
BASE_EMPTY,Door,StairE,StairS,Empty
BASE_EMPTY,Door,StairE,StairS,Wall
BASE_EMPTY,Door,StairE,StairS,Door
BASE_EMPTY,Door,StairE,StairS,StairN
BASE_EMPTY,Door,StairE,StairS,StairS
BASE_EMPTY,Door,StairE,StairS,StairE
BASE_EMPTY,Door,StairE,StairS,StairW
BASE_EMPTY,Door,StairE,StairE,Empty
BASE_EMPTY,Door,StairE,StairE,Wall
BASE_EMPTY,Door,StairE,StairE,Door
BASE_EMPTY,Door,StairE,StairE,StairN
BASE_EMPTY,Door,StairE,StairE,StairS
BASE_EMPTY,Door,StairE,StairE,StairE
BASE_EMPTY,Door,StairE,StairE,StairW
BASE_EMPTY,Door,StairE,StairW,Empty
BASE_EMPTY,Door,StairE,StairW,Wall
BASE_EMPTY,Door,StairE,StairW,Door
BASE_EMPTY,Door,StairE,StairW,StairN
BASE_EMPTY,Door,StairE,StairW,StairS
BASE_EMPTY,Door,StairE,StairW,StairE
BASE_EMPTY,Door,StairE,StairW,StairW
BASE_EMPTY,Door,StairW,Empty,Empty
BASE_EMPTY,Door,StairW,Empty,Wall
BASE_EMPTY,Door,StairW,Empty,Door
BASE_EMPTY,Door,StairW,Empty,StairN
BASE_EMPTY,Door,StairW,Empty,StairS
BASE_EMPTY,Door,StairW,Empty,StairE
BASE_EMPTY,Door,StairW,Empty,StairW
BASE_EMPTY,Door,StairW,Wall,Empty
