result,center,east,south_east,south
TOP_EMPTY_SOUTHEASTSTAIRW,Wall,Empty,StairW,Empty
TOP_WALLVERTICAL_SOUTHWALLHORIZONTAL,Wall,Empty,StairW,Wall
TOP_EMPTY_SOUTHEASTSTAIRW,Wall,Empty,StairW,Door
TOP_WALLVERTICAL_SOUTHSTAIRN_SOUTHEASTSTAIRW,Wall,Empty,StairW,StairN
TOP_EMPTY_SOUTHEASTSTAIRW,Wall,Empty,StairW,StairS
TOP_EMPTY_SOUTHSTAIREFULL_SOUTHEASTSTAIRW,Wall,Empty,StairW,StairE
TOP_EMPTY_SOUTHSTAIRWFULL_SOUTHEASTSTAIRW,Wall,Empty,StairW,StairW
TOP_EMPTY,Wall,Wall,Empty,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,Wall,Empty,Wall
TOP_EMPTY,Wall,Wall,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,Wall,Empty,StairN
TOP_EMPTY,Wall,Wall,Empty,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,Wall,Empty,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,Wall,Empty,StairW
TOP_EMPTY,Wall,Wall,Wall,Empty
TOP_WALLFULL,Wall,Wall,Wall,Wall
TOP_EMPTY,Wall,Wall,Wall,Door
TOP_WALLFULL_SOUTHSTAIRNFULL,Wall,Wall,Wall,StairN
TOP_EMPTY,Wall,Wall,Wall,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,Wall,Wall,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,Wall,Wall,StairW
TOP_EMPTY,Wall,Wall,Door,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,Wall,Door,Wall
TOP_EMPTY,Wall,Wall,Door,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,Wall,Door,StairN
TOP_EMPTY,Wall,Wall,Door,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,Wall,Door,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,Wall,Door,StairW
TOP_EMPTY,Wall,Wall,StairN,Empty
TOP_WALLINVERSECORNER_SOUTHWALLCORNER_SOUTHEASTSTAIRN,Wall,Wall,StairN,Wall
TOP_EMPTY,Wall,Wall,StairN,Door
TOP_WALLFULL_SOUTHSTAIRNFULL,Wall,Wall,StairN,StairN
TOP_EMPTY,Wall,Wall,StairN,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,Wall,StairN,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,Wall,StairN,StairW
TOP_EMPTY,Wall,Wall,StairS,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,Wall,StairS,Wall
TOP_EMPTY,Wall,Wall,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,Wall,StairS,StairN
TOP_EMPTY,Wall,Wall,StairS,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,Wall,StairS,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,Wall,StairS,StairW
TOP_EMPTY,Wall,Wall,StairE,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,Wall,StairE,Wall
TOP_EMPTY,Wall,Wall,StairE,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,Wall,StairE,StairN
TOP_EMPTY,Wall,Wall,StairE,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,Wall,StairE,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,Wall,StairE,StairW
TOP_WALLHORIZONTAL_SOUTHEASTSTAIRWFULL,Wall,Wall,StairW,Empty
TOP_WALLFULL,Wall,Wall,StairW,Wall
TOP_WALLHORIZONTAL_SOUTHEASTSTAIRWFULL,Wall,Wall,StairW,Door
TOP_WALLINVERSECORNER_SOUTHSTAIRN_SOUTHEASTSTAIRWFULL,Wall,Wall,StairW,StairN
TOP_WALLHORIZONTAL_SOUTHEASTSTAIRWFULL,Wall,Wall,StairW,StairS
TOP_WALLHORIZONTAL_SOUTHSTAIREFULL_SOUTHEASTSTAIRWFULL,Wall,Wall,StairW,StairE
TOP_WALLHORIZONTAL_SOUTHSTAIRWFULL_SOUTHEASTSTAIRWFULL,Wall,Wall,StairW,StairW
TOP_EMPTY,Wall,Door,Empty,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,Door,Empty,Wall
TOP_EMPTY,Wall,Door,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,Door,Empty,StairN
TOP_EMPTY,Wall,Door,Empty,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,Door,Empty,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,Door,Empty,StairW
TOP_EMPTY,Wall,Door,Wall,Empty
TOP_WALLVERTICAL_SOUTHWALLHORIZONTAL,Wall,Door,Wall,Wall
TOP_EMPTY,Wall,Door,Wall,Door
TOP_WALLVERTICAL_SOUTHSTAIRNFULL,Wall,Door,Wall,StairN
TOP_EMPTY,Wall,Door,Wall,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,Door,Wall,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,Door,Wall,StairW
TOP_EMPTY,Wall,Door,Door,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,Door,Door,Wall
TOP_EMPTY,Wall,Door,Door,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,Door,Door,StairN
TOP_EMPTY,Wall,Door,Door,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,Door,Door,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,Door,Door,StairW
TOP_EMPTY,Wall,Door,StairN,Empty
TOP_WALLVERTICAL_SOUTHWALLCORNER_SOUTHEASTSTAIRN,Wall,Door,StairN,Wall
TOP_EMPTY,Wall,Door,StairN,Door
TOP_WALLVERTICAL_SOUTHSTAIRNFULL,Wall,Door,StairN,StairN
TOP_EMPTY,Wall,Door,StairN,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,Door,StairN,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,Door,StairN,StairW
TOP_EMPTY,Wall,Door,StairS,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,Door,StairS,Wall
TOP_EMPTY,Wall,Door,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,Door,StairS,StairN
TOP_EMPTY,Wall,Door,StairS,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,Door,StairS,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,Door,StairS,StairW
TOP_EMPTY,Wall,Door,StairE,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,Door,StairE,Wall
TOP_EMPTY,Wall,Door,StairE,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,Door,StairE,StairN
TOP_EMPTY,Wall,Door,StairE,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,Door,StairE,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,Door,StairE,StairW
TOP_EMPTY_SOUTHEASTSTAIRW,Wall,Door,StairW,Empty
TOP_WALLVERTICAL_SOUTHWALLHORIZONTAL,Wall,Door,StairW,Wall
TOP_EMPTY_SOUTHEASTSTAIRW,Wall,Door,StairW,Door
TOP_WALLVERTICAL_SOUTHSTAIRN_SOUTHEASTSTAIRW,Wall,Door,StairW,StairN
TOP_EMPTY_SOUTHEASTSTAIRW,Wall,Door,StairW,StairS
TOP_EMPTY_SOUTHSTAIREFULL_SOUTHEASTSTAIRW,Wall,Door,StairW,StairE
TOP_EMPTY_SOUTHSTAIRWFULL_SOUTHEASTSTAIRW,Wall,Door,StairW,StairW
TOP_EMPTY,Wall,StairN,Empty,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairN,Empty,Wall
TOP_EMPTY,Wall,StairN,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairN,Empty,StairN
TOP_EMPTY,Wall,StairN,Empty,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairN,Empty,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairN,Empty,StairW
TOP_EMPTY,Wall,StairN,Wall,Empty
TOP_WALLVERTICAL_SOUTHWALLHORIZONTAL,Wall,StairN,Wall,Wall
TOP_EMPTY,Wall,StairN,Wall,Door
TOP_WALLVERTICAL_SOUTHSTAIRNFULL,Wall,StairN,Wall,StairN
TOP_EMPTY,Wall,StairN,Wall,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairN,Wall,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairN,Wall,StairW
TOP_EMPTY,Wall,StairN,Door,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairN,Door,Wall
TOP_EMPTY,Wall,StairN,Door,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairN,Door,StairN
TOP_EMPTY,Wall,StairN,Door,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairN,Door,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairN,Door,StairW
TOP_EMPTY,Wall,StairN,StairN,Empty
TOP_WALLVERTICAL_SOUTHWALLCORNER_SOUTHEASTSTAIRN,Wall,StairN,StairN,Wall
TOP_EMPTY,Wall,StairN,StairN,Door
TOP_WALLVERTICAL_SOUTHSTAIRNFULL,Wall,StairN,StairN,StairN
TOP_EMPTY,Wall,StairN,StairN,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairN,StairN,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairN,StairN,StairW
TOP_EMPTY,Wall,StairN,StairS,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairN,StairS,Wall
TOP_EMPTY,Wall,StairN,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairN,StairS,StairN
TOP_EMPTY,Wall,StairN,StairS,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairN,StairS,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairN,StairS,StairW
TOP_EMPTY,Wall,StairN,StairE,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairN,StairE,Wall
TOP_EMPTY,Wall,StairN,StairE,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairN,StairE,StairN
TOP_EMPTY,Wall,StairN,StairE,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairN,StairE,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairN,StairE,StairW
TOP_EMPTY_SOUTHEASTSTAIRW,Wall,StairN,StairW,Empty
TOP_WALLVERTICAL_SOUTHWALLHORIZONTAL,Wall,StairN,StairW,Wall
TOP_EMPTY_SOUTHEASTSTAIRW,Wall,StairN,StairW,Door
TOP_WALLVERTICAL_SOUTHSTAIRN_SOUTHEASTSTAIRW,Wall,StairN,StairW,StairN
TOP_EMPTY_SOUTHEASTSTAIRW,Wall,StairN,StairW,StairS
TOP_EMPTY_SOUTHSTAIREFULL_SOUTHEASTSTAIRW,Wall,StairN,StairW,StairE
TOP_EMPTY_SOUTHSTAIRWFULL_SOUTHEASTSTAIRW,Wall,StairN,StairW,StairW
TOP_EMPTY,Wall,StairS,Empty,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairS,Empty,Wall
TOP_EMPTY,Wall,StairS,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairS,Empty,StairN
TOP_EMPTY,Wall,StairS,Empty,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairS,Empty,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairS,Empty,StairW
TOP_EMPTY,Wall,StairS,Wall,Empty
TOP_WALLVERTICAL_SOUTHWALLHORIZONTAL_EASTSTAIRSFULL,Wall,StairS,Wall,Wall
TOP_EMPTY,Wall,StairS,Wall,Door
TOP_WALLVERTICAL_SOUTHSTAIRNFULL_EASTSTAIRSFULL,Wall,StairS,Wall,StairN
TOP_EMPTY,Wall,StairS,Wall,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairS,Wall,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairS,Wall,StairW
TOP_EMPTY,Wall,StairS,Door,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairS,Door,Wall
TOP_EMPTY,Wall,StairS,Door,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairS,Door,StairN
TOP_EMPTY,Wall,StairS,Door,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairS,Door,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairS,Door,StairW
TOP_EMPTY,Wall,StairS,StairN,Empty
TOP_WALLVERTICAL_SOUTHWALLCORNER_SOUTHEASTSTAIRN_EASTSTAIRSFULL,Wall,StairS,StairN,Wall
TOP_EMPTY,Wall,StairS,StairN,Door
TOP_WALLVERTICAL_SOUTHSTAIRNFULL_EASTSTAIRSFULL,Wall,StairS,StairN,StairN
TOP_EMPTY,Wall,StairS,StairN,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairS,StairN,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairS,StairN,StairW
TOP_EMPTY,Wall,StairS,StairS,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairS,StairS,Wall
TOP_EMPTY,Wall,StairS,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairS,StairS,StairN
TOP_EMPTY,Wall,StairS,StairS,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairS,StairS,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairS,StairS,StairW
TOP_EMPTY,Wall,StairS,StairE,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairS,StairE,Wall
TOP_EMPTY,Wall,StairS,StairE,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairS,StairE,StairN
TOP_EMPTY,Wall,StairS,StairE,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairS,StairE,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairS,StairE,StairW
TOP_EMPTY_SOUTHEASTSTAIRW_EASTSTAIRSFULL,Wall,StairS,StairW,Empty
TOP_WALLVERTICAL_SOUTHWALLHORIZONTAL_EASTSTAIRSFULL,Wall,StairS,StairW,Wall
TOP_EMPTY_SOUTHEASTSTAIRW_EASTSTAIRSFULL,Wall,StairS,StairW,Door
TOP_WALLVERTICAL_SOUTHSTAIRN_SOUTHEASTSTAIRW_EASTSTAIRSFULL,Wall,StairS,StairW,StairN
TOP_EMPTY_SOUTHEASTSTAIRW_EASTSTAIRSFULL,Wall,StairS,StairW,StairS
TOP_EMPTY_SOUTHSTAIREFULL_SOUTHEASTSTAIRW_EASTSTAIRSFULL,Wall,StairS,StairW,StairE
TOP_EMPTY_SOUTHSTAIRWFULL_SOUTHEASTSTAIRW_EASTSTAIRSFULL,Wall,StairS,StairW,StairW
TOP_EMPTY,Wall,StairE,Empty,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairE,Empty,Wall
TOP_EMPTY,Wall,StairE,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairE,Empty,StairN
TOP_EMPTY,Wall,StairE,Empty,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairE,Empty,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairE,Empty,StairW
TOP_EMPTY,Wall,StairE,Wall,Empty
TOP_WALLVERTICAL_SOUTHWALLHORIZONTAL,Wall,StairE,Wall,Wall
TOP_EMPTY,Wall,StairE,Wall,Door
TOP_WALLVERTICAL_SOUTHSTAIRNFULL,Wall,StairE,Wall,StairN
TOP_EMPTY,Wall,StairE,Wall,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairE,Wall,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairE,Wall,StairW
TOP_EMPTY,Wall,StairE,Door,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairE,Door,Wall
TOP_EMPTY,Wall,StairE,Door,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairE,Door,StairN
TOP_EMPTY,Wall,StairE,Door,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairE,Door,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairE,Door,StairW
TOP_EMPTY,Wall,StairE,StairN,Empty
TOP_WALLVERTICAL_SOUTHWALLCORNER_SOUTHEASTSTAIRN,Wall,StairE,StairN,Wall
TOP_EMPTY,Wall,StairE,StairN,Door
TOP_WALLVERTICAL_SOUTHSTAIRNFULL,Wall,StairE,StairN,StairN
TOP_EMPTY,Wall,StairE,StairN,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairE,StairN,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairE,StairN,StairW
TOP_EMPTY,Wall,StairE,StairS,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairE,StairS,Wall
TOP_EMPTY,Wall,StairE,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairE,StairS,StairN
TOP_EMPTY,Wall,StairE,StairS,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairE,StairS,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairE,StairS,StairW
TOP_EMPTY,Wall,StairE,StairE,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairE,StairE,Wall
TOP_EMPTY,Wall,StairE,StairE,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairE,StairE,StairN
TOP_EMPTY,Wall,StairE,StairE,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairE,StairE,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairE,StairE,StairW
TOP_EMPTY_SOUTHEASTSTAIRW,Wall,StairE,StairW,Empty
TOP_WALLVERTICAL_SOUTHWALLHORIZONTAL,Wall,StairE,StairW,Wall
TOP_EMPTY_SOUTHEASTSTAIRW,Wall,StairE,StairW,Door
TOP_WALLVERTICAL_SOUTHSTAIRN_SOUTHEASTSTAIRW,Wall,StairE,StairW,StairN
TOP_EMPTY_SOUTHEASTSTAIRW,Wall,StairE,StairW,StairS
TOP_EMPTY_SOUTHSTAIREFULL_SOUTHEASTSTAIRW,Wall,StairE,StairW,StairE
TOP_EMPTY_SOUTHSTAIRWFULL_SOUTHEASTSTAIRW,Wall,StairE,StairW,StairW
TOP_EMPTY,Wall,StairW,Empty,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairW,Empty,Wall
TOP_EMPTY,Wall,StairW,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairW,Empty,StairN
TOP_EMPTY,Wall,StairW,Empty,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairW,Empty,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairW,Empty,StairW
TOP_WALLHORIZONTAL_SOUTHEASTSTAIRWFULL,Wall,StairW,Wall,Empty
TOP_WALLFULL,Wall,StairW,Wall,Wall
TOP_WALLHORIZONTAL_SOUTHEASTSTAIRWFULL,Wall,StairW,Wall,Door
TOP_WALLINVERSECORNER_SOUTHSTAIRN_SOUTHEASTSTAIRWFULL,Wall,StairW,Wall,StairN
TOP_WALLHORIZONTAL_SOUTHEASTSTAIRWFULL,Wall,StairW,Wall,StairS
TOP_WALLHORIZONTAL_SOUTHSTAIREFULL_SOUTHEASTSTAIRWFULL,Wall,StairW,Wall,StairE
TOP_WALLHORIZONTAL_SOUTHSTAIRWFULL_SOUTHEASTSTAIRWFULL,Wall,StairW,Wall,StairW
TOP_EMPTY,Wall,StairW,Door,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairW,Door,Wall
TOP_EMPTY,Wall,StairW,Door,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairW,Door,StairN
TOP_EMPTY,Wall,StairW,Door,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairW,Door,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairW,Door,StairW
TOP_EMPTY,Wall,StairW,StairN,Empty
TOP_WALLINVERSECORNER_SOUTHWALLCORNER_SOUTHEASTSTAIRN,Wall,StairW,StairN,Wall
TOP_EMPTY,Wall,StairW,StairN,Door
TOP_WALLFULL_SOUTHSTAIRNFULL,Wall,StairW,StairN,StairN
TOP_EMPTY,Wall,StairW,StairN,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairW,StairN,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairW,StairN,StairW
TOP_EMPTY,Wall,StairW,StairS,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairW,StairS,Wall
TOP_EMPTY,Wall,StairW,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairW,StairS,StairN
TOP_EMPTY,Wall,StairW,StairS,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairW,StairS,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairW,StairS,StairW
TOP_EMPTY,Wall,StairW,StairE,Empty
TOP_EMPTY_SOUTHWALLCORNER,Wall,StairW,StairE,Wall
TOP_EMPTY,Wall,StairW,StairE,Door
TOP_EMPTY_SOUTHSTAIRN,Wall,StairW,StairE,StairN
TOP_EMPTY,Wall,StairW,StairE,StairS
TOP_EMPTY_SOUTHSTAIREFULL,Wall,StairW,StairE,StairE
TOP_EMPTY_SOUTHSTAIRWFULL,Wall,StairW,StairE,StairW
TOP_WALLHORIZONTAL_SOUTHEASTSTAIRWFULL,Wall,StairW,StairW,Empty
TOP_WALLFULL,Wall,StairW,StairW,Wall
TOP_WALLHORIZONTAL_SOUTHEASTSTAIRWFULL,Wall,StairW,StairW,Door
TOP_WALLINVERSECORNER_SOUTHSTAIRN_SOUTHEASTSTAIRWFULL,Wall,StairW,StairW,StairN
TOP_WALLHORIZONTAL_SOUTHEASTSTAIRWFULL,Wall,StairW,StairW,StairS
TOP_WALLHORIZONTAL_SOUTHSTAIREFULL_SOUTHEASTSTAIRWFULL,Wall,StairW,StairW,StairE
TOP_WALLHORIZONTAL_SOUTHSTAIRWFULL_SOUTHEASTSTAIRWFULL,Wall,StairW,StairW,StairW
TOP_EMPTY,Door,Empty,Empty,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,Empty,Empty,Wall
TOP_EMPTY,Door,Empty,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,Door,Empty,Empty,StairN
TOP_EMPTY,Door,Empty,Empty,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Empty,Empty,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Empty,Empty,StairW
TOP_EMPTY,Door,Empty,Wall,Empty
TOP_DOOR_SOUTHWALLHORIZONTAL,Door,Empty,Wall,Wall
TOP_EMPTY,Door,Empty,Wall,Door
TOP_EMPTY_SOUTHSTAIRNFULL,Door,Empty,Wall,StairN
TOP_EMPTY,Door,Empty,Wall,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Empty,Wall,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Empty,Wall,StairW
TOP_EMPTY,Door,Empty,Door,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,Empty,Door,Wall
TOP_EMPTY,Door,Empty,Door,Door
TOP_EMPTY_SOUTHSTAIRN,Door,Empty,Door,StairN
TOP_EMPTY,Door,Empty,Door,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Empty,Door,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Empty,Door,StairW
TOP_EMPTY,Door,Empty,StairN,Empty
TOP_DOOR_SOUTHWALLCORNER_SOUTHEASTSTAIRN,Door,Empty,StairN,Wall
TOP_EMPTY,Door,Empty,StairN,Door
TOP_EMPTY_SOUTHSTAIRNFULL,Door,Empty,StairN,StairN
TOP_EMPTY,Door,Empty,StairN,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Empty,StairN,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Empty,StairN,StairW
TOP_EMPTY,Door,Empty,StairS,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,Empty,StairS,Wall
TOP_EMPTY,Door,Empty,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,Door,Empty,StairS,StairN
TOP_EMPTY,Door,Empty,StairS,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Empty,StairS,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Empty,StairS,StairW
TOP_EMPTY,Door,Empty,StairE,Empty
TOP_DOOR_SOUTHWALLCORNER,Door,Empty,StairE,Wall
TOP_EMPTY,Door,Empty,StairE,Door
TOP_EMPTY_SOUTHSTAIRN,Door,Empty,StairE,StairN
TOP_EMPTY,Door,Empty,StairE,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Empty,StairE,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Empty,StairE,StairW
TOP_EMPTY_SOUTHEASTSTAIRW,Door,Empty,StairW,Empty
TOP_DOOR_SOUTHWALLHORIZONTAL,Door,Empty,StairW,Wall
TOP_EMPTY_SOUTHEASTSTAIRW,Door,Empty,StairW,Door
TOP_EMPTY_SOUTHSTAIRN_SOUTHEASTSTAIRW,Door,Empty,StairW,StairN
TOP_EMPTY_SOUTHEASTSTAIRW,Door,Empty,StairW,StairS
TOP_EMPTY_SOUTHSTAIRE_SOUTHEASTSTAIRW,Door,Empty,StairW,StairE
TOP_EMPTY_SOUTHSTAIRW_SOUTHEASTSTAIRW,Door,Empty,StairW,StairW
TOP_EMPTY,Door,Wall,Empty,Empty
TOP_EMPTY_SOUTHWALLCORNER,Door,Wall,Empty,Wall
TOP_EMPTY,Door,Wall,Empty,Door
TOP_EMPTY_SOUTHSTAIRN,Door,Wall,Empty,StairN
TOP_EMPTY,Door,Wall,Empty,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Wall,Empty,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Wall,Empty,StairW
TOP_EMPTY,Door,Wall,Wall,Empty
TOP_EMPTY_SOUTHWALLHORIZONTAL,Door,Wall,Wall,Wall
TOP_EMPTY,Door,Wall,Wall,Door
TOP_EMPTY_SOUTHSTAIRNFULL,Door,Wall,Wall,StairN
TOP_EMPTY,Door,Wall,Wall,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Wall,Wall,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Wall,Wall,StairW
TOP_EMPTY,Door,Wall,Door,Empty
TOP_EMPTY_SOUTHWALLCORNER,Door,Wall,Door,Wall
TOP_EMPTY,Door,Wall,Door,Door
TOP_EMPTY_SOUTHSTAIRN,Door,Wall,Door,StairN
TOP_EMPTY,Door,Wall,Door,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Wall,Door,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Wall,Door,StairW
TOP_EMPTY,Door,Wall,StairN,Empty
TOP_EMPTY_SOUTHWALLCORNER_SOUTHEASTSTAIRN,Door,Wall,StairN,Wall
TOP_EMPTY,Door,Wall,StairN,Door
TOP_EMPTY_SOUTHSTAIRNFULL,Door,Wall,StairN,StairN
TOP_EMPTY,Door,Wall,StairN,StairS
TOP_EMPTY_SOUTHSTAIRE,Door,Wall,StairN,StairE
TOP_EMPTY_SOUTHSTAIRW,Door,Wall,StairN,StairW
TOP_EMPTY,Door,Wall,StairS,Empty
TOP_EMPTY_SOUTHWALLCORNER,Door,Wall,StairS,Wall
TOP_EMPTY,Door,Wall,StairS,Door
TOP_EMPTY_SOUTHSTAIRN,Door,Wall,StairS,StairN
